,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
1541,Burwood,1/24 Edwards St,3,t,1145000.0,S,Jellis,2017-03-18,11.7,3125,3,2,2,329.0,151.97,1970,Whitehorse,-37.8484,145.1013,Southern Metropolitan,5678
1543,Burwood,2/17 Montpellier Rd,3,u,640000.0,PI,Noel,2016-06-18,11.7,3125,3,1,1,217.0,151.97,1970,Monash,-37.8562,145.1075,Southern Metropolitan,5678
1546,Burwood,55 Parer St,4,t,900000.0,VB,Noel,2016-05-22,11.7,3125,4,3,2,381.0,176.0,2013,Whitehorse,-37.8459,145.1041,Southern Metropolitan,5678
1548,Burwood,6 Alimar Ct,4,h,1410000.0,S,Buxton,2016-06-27,11.7,3125,3,2,3,739.0,182.0,1970,Whitehorse,-37.8552,145.1292,Southern Metropolitan,5678
1550,Burwood,2 Octavia Ct,4,h,1485000.0,S,Woodards,2016-11-27,11.7,3125,4,2,2,662.0,151.97,1970,Monash,-37.8601,145.1007,Southern Metropolitan,5678
1551,Burwood,16 Renown St,3,h,2068000.0,S,Buxton,2016-11-27,11.7,3125,3,1,1,1101.0,151.97,1970,Whitehorse,-37.8529,145.1222,Southern Metropolitan,5678
1552,Burwood,10 Goold St,3,h,1000000.0,VB,Noel,2016-05-28,11.7,3125,3,1,1,589.0,151.97,1970,Whitehorse,-37.855,145.118,Southern Metropolitan,5678
1553,Burwood,1/54 McIntyre St,4,u,800000.0,PI,Lindellas,2016-05-28,11.7,3125,4,2,1,0.0,150.0,1950,Whitehorse,-37.8507,145.109,Southern Metropolitan,5678
1554,Burwood,3/124 Highbury Rd,3,t,702000.0,S,Barry,2016-08-28,11.7,3125,3,2,1,170.0,106.0,2001,Monash,-37.8554,145.1089,Southern Metropolitan,5678
1556,Camberwell,2/1 Glen Iris Rd,3,t,1615000.0,S,Marshall,2016-09-03,7.8,3124,3,1,2,389.0,151.97,1970,Boroondara,-37.8435,145.0695,Southern Metropolitan,8920
1558,Camberwell,1/806 Burke Rd,2,u,1017000.0,S,Jellis,2016-12-03,7.8,3124,2,1,2,0.0,151.97,1940,Boroondara,-37.8231,145.0585,Southern Metropolitan,8920
1559,Camberwell,4/2 Callanish Rd,2,u,729000.0,S,Noel,2016-12-03,7.8,3124,2,1,1,137.0,87.0,1970,Boroondara,-37.8459,145.088,Southern Metropolitan,8920
1561,Camberwell,3/107 Wattle Valley Rd,3,h,1650000.0,S,Marshall,2016-12-03,7.8,3124,3,2,2,305.0,189.0,1998,Boroondara,-37.8365,145.0802,Southern Metropolitan,8920
1563,Camberwell,1/569 Camberwell Rd,2,h,950000.0,SP,Jellis,2016-06-04,7.8,3124,2,1,2,230.0,151.97,1994,Boroondara,-37.8448,145.0723,Southern Metropolitan,8920
1565,Camberwell,89 Radnor St,3,h,1987000.0,S,Jellis,2016-06-04,7.8,3124,3,2,2,706.0,164.0,1960,Boroondara,-37.8457,145.0611,Southern Metropolitan,8920
1566,Camberwell,3/28 Stodart St,2,u,683000.0,S,RT,2016-06-04,7.8,3124,2,1,1,146.0,86.0,1970,Boroondara,-37.8357,145.0697,Southern Metropolitan,8920
1567,Camberwell,2 Thomas St,3,h,1690000.0,PI,hockingstuart,2016-06-04,7.8,3124,3,2,1,777.0,154.0,1950,Boroondara,-37.8431,145.0962,Southern Metropolitan,8920
1569,Camberwell,3/926 Toorak Rd,2,u,717000.0,SP,Noel,2016-06-04,7.8,3124,2,1,1,136.0,151.97,1960,Boroondara,-37.8469,145.0589,Southern Metropolitan,8920
1570,Camberwell,1/1 Glen Iris Rd,3,t,1300000.0,S,Fletchers,2016-08-06,7.8,3124,3,2,2,342.0,151.97,1970,Boroondara,-37.8433,145.0695,Southern Metropolitan,8920
1574,Camberwell,3/220 Warrigal Rd,2,u,435000.0,SP,LITTLE,2016-11-07,7.8,3124,2,1,1,896.0,77.0,1960,Boroondara,-37.8479,145.0958,Southern Metropolitan,8920
1575,Camberwell,2 Oxford St,2,h,892000.0,S,hockingstuart,2016-10-08,7.8,3124,2,1,1,335.0,151.97,1970,Boroondara,-37.8452,145.0959,Southern Metropolitan,8920
1576,Camberwell,3/573 Riversdale Rd,2,t,900400.0,S,Noel,2016-09-10,7.8,3124,2,1,1,93.0,111.0,1970,Boroondara,-37.8314,145.0611,Southern Metropolitan,8920
1577,Camberwell,12 Brinsley Rd,4,h,2090000.0,S,Noel,2016-12-10,7.8,3124,4,2,2,650.0,151.97,1970,Boroondara,-37.8274,145.0688,Southern Metropolitan,8920
1578,Camberwell,3/575 Burke Rd,3,t,1250000.0,VB,Fletchers,2016-12-10,7.8,3124,3,2,2,232.0,151.97,1970,Boroondara,-37.842,145.0542,Southern Metropolitan,8920
1579,Camberwell,4 Range St,3,h,2000000.0,S,Jellis,2016-06-12,7.8,3124,3,1,2,821.0,105.0,1925,Boroondara,-37.8459,145.0644,Southern Metropolitan,8920
1580,Camberwell,163 Through Rd,3,h,1302000.0,S,Fletchers,2016-06-12,7.8,3124,2,1,1,427.0,115.0,1938,Boroondara,-37.8367,145.0934,Southern Metropolitan,8920
1581,Camberwell,2/37 Donna Buang St,3,h,1430000.0,S,J,2016-11-12,7.8,3124,3,2,2,244.0,151.97,1970,Boroondara,-37.8446,145.06799999999996,Southern Metropolitan,8920
1582,Camberwell,13 Grace St,3,h,1622000.0,SP,Noel,2016-11-12,7.8,3124,3,1,1,544.0,160.0,1930,Boroondara,-37.8436,145.0581,Southern Metropolitan,8920
1583,Camberwell,7/5 Holly St,2,u,502000.0,PI,O'Donoghues,2016-11-12,7.8,3124,2,1,1,0.0,77.0,1965,Boroondara,-37.8255,145.0592,Southern Metropolitan,8920
1584,Camberwell,3/220 Warrigal Rd,2,u,435000.0,SP,LITTLE,2016-11-12,7.8,3124,2,1,1,896.0,77.0,1960,Boroondara,-37.8479,145.0958,Southern Metropolitan,8920
1585,Camberwell,2/3 Tyrone St,2,h,620000.0,VB,Jellis,2016-08-13,7.8,3124,2,1,1,122.0,151.97,1960,Boroondara,-37.8439,145.0718,Southern Metropolitan,8920
1587,Camberwell,3/5 Holly St,3,u,591000.0,PI,Jellis,2016-05-14,7.8,3124,3,1,1,0.0,89.0,1960,Boroondara,-37.8255,145.0592,Southern Metropolitan,8920
1589,Camberwell,6 Gavan St,3,h,1780000.0,S,Fletchers,2016-10-15,7.8,3124,3,1,1,769.0,133.0,1930,Boroondara,-37.8482,145.0949,Southern Metropolitan,8920
1591,Camberwell,591 Camberwell Rd,2,h,895000.0,PI,O'Donoghues,2016-04-16,7.8,3124,2,1,1,424.0,95.0,1930,Boroondara,-37.8465,145.0743,Southern Metropolitan,8920
1593,Camberwell,5 Nicholsdale Rd,4,h,1400000.0,PI,Jellis,2016-04-16,7.8,3124,3,0,0,693.0,151.97,1935,Boroondara,-37.836,145.0914,Southern Metropolitan,8920
1594,Camberwell,2/564 Riversdale Rd,2,u,693000.0,S,Bekdon,2016-07-16,7.8,3124,2,1,1,84.0,151.97,1970,Boroondara,-37.832,145.0599,Southern Metropolitan,8920
1595,Camberwell,2/25 Hazel St,2,u,900000.0,S,Jellis,2016-09-17,7.8,3124,2,1,1,150.0,88.0,1970,Boroondara,-37.8438,145.066,Southern Metropolitan,8920
1597,Camberwell,8/1277 Toorak Rd,2,u,530000.0,PI,Ross,2016-09-17,7.8,3124,2,1,1,0.0,76.0,1960,Boroondara,-37.8491,145.086,Southern Metropolitan,8920
1598,Camberwell,4/17 Hazel St,2,u,805000.0,PI,Noel,2017-03-18,7.8,3124,2,2,2,188.0,151.97,1970,Boroondara,-37.8442,145.0668,Southern Metropolitan,8920
1600,Camberwell,4/1 Through Rd,3,t,930000.0,S,Ray,2017-03-18,7.8,3124,3,2,2,132.0,151.97,1970,Boroondara,-37.8489,145.088,Southern Metropolitan,8920
1601,Camberwell,2/1021 Toorak Rd,2,u,590000.0,S,Jellis,2017-03-18,7.8,3124,2,1,1,0.0,151.97,1970,Boroondara,-37.847,145.0672,Southern Metropolitan,8920
1603,Camberwell,6 Wilson Gr,3,h,1602500.0,S,Lindellas,2017-03-18,7.8,3124,3,1,1,405.0,102.0,1930,Boroondara,-37.8448,145.071,Southern Metropolitan,8920
1604,Camberwell,16 Joffre St,3,t,1515000.0,SP,hockingstuart,2016-06-18,7.8,3124,3,2,2,318.0,151.97,1970,Boroondara,-37.8447,145.0916,Southern Metropolitan,8920
1606,Camberwell,6/11 Seymour Gr,2,u,530000.0,PI,Fletchers,2016-05-22,7.8,3124,2,1,1,0.0,151.97,1970,Boroondara,-37.8361,145.0599,Southern Metropolitan,8920
1607,Camberwell,6/68 Brinsley Rd,2,u,558000.0,S,Buxton,2016-08-22,7.8,3124,3,1,1,0.0,151.97,1970,Boroondara,-37.8316,145.06799999999996,Southern Metropolitan,8920
1608,Camberwell,2/13 Glyndon Rd,2,h,1185000.0,S,Kay,2016-08-22,7.8,3124,3,2,2,259.0,151.97,1970,Boroondara,-37.8357,145.0786,Southern Metropolitan,8920
1612,Camberwell,64A Christowel St,2,h,1470000.0,S,Noel,2017-02-25,7.8,3124,2,1,2,400.0,151.97,1970,Boroondara,-37.8393,145.0662,Southern Metropolitan,8920
1613,Camberwell,2/23 Hazel St,2,u,820000.0,S,Jellis,2017-02-25,7.8,3124,2,1,1,166.0,151.97,1969,Boroondara,-37.8439,145.0662,Southern Metropolitan,8920
1614,Camberwell,26 Hunter Rd,3,h,2105000.0,S,Fletchers,2017-02-25,7.8,3124,3,1,2,692.0,164.0,1940,Boroondara,-37.8379,145.0849,Southern Metropolitan,8920
1615,Camberwell,6 Judd St,3,t,1625000.0,S,Jellis,2017-02-25,7.8,3124,3,2,2,283.0,160.0,1990,Boroondara,-37.8362,145.064,Southern Metropolitan,8920
1616,Camberwell,638 Riversdale Rd,3,h,1750000.0,VB,Jellis,2017-02-25,7.8,3124,3,2,3,780.0,151.97,1970,Boroondara,-37.8328,145.0679,Southern Metropolitan,8920
1618,Camberwell,1/3 Crescent Rd,2,u,667000.0,S,Woodards,2016-06-27,7.8,3124,2,1,1,83.0,81.0,1960,Boroondara,-37.8355,145.0633,Southern Metropolitan,8920
1620,Camberwell,22 Avenue Rd,2,h,1175000.0,PI,Jellis,2016-11-27,7.8,3124,2,1,1,246.0,151.97,1970,Boroondara,-37.8336,145.0612,Southern Metropolitan,8920
1621,Camberwell,3/595 Burke Rd,2,t,775000.0,S,hockingstuart,2016-11-27,7.8,3124,2,2,1,103.0,151.97,1970,Boroondara,-37.8406,145.0545,Southern Metropolitan,8920
1624,Camberwell,1/28 Nevis St,2,u,700000.0,S,Marshall,2016-11-27,7.8,3124,2,1,1,631.0,75.0,1970,Boroondara,-37.8434,145.08100000000005,Southern Metropolitan,8920
1625,Camberwell,808 Riversdale Rd,3,h,1700000.0,S,Garvey,2016-11-27,7.8,3124,3,1,1,970.0,151.97,1970,Boroondara,-37.8344,145.0818,Southern Metropolitan,8920
1627,Camberwell,2/22 Seymour Gr,2,u,810000.0,S,Garvey,2016-11-27,7.8,3124,2,1,1,0.0,151.97,1970,Boroondara,-37.8357,145.0595,Southern Metropolitan,8920
1633,Camberwell,4/26 Cornell St,2,h,706000.0,S,Fletchers,2016-08-28,7.8,3124,2,1,1,95.0,151.97,1960,Boroondara,-37.8399,145.0912,Southern Metropolitan,8920
1637,Canterbury,33 Myrtle Rd,3,h,1587500.0,S,Marshall,2016-12-03,9.0,3126,3,1,1,459.0,130.0,1920,Boroondara,-37.8265,145.072,Southern Metropolitan,3265
1639,Canterbury,1/28 Milton St,2,h,765000.0,S,Jellis,2017-03-04,9.0,3126,2,1,1,543.0,151.97,1970,Boroondara,-37.8295,145.0774,Southern Metropolitan,3265
1640,Canterbury,3/13 Wattle Valley Rd,2,u,830000.0,S,Century,2016-06-04,9.0,3126,2,1,1,110.0,83.0,1960,Boroondara,-37.8264,145.0824,Southern Metropolitan,3265
1645,Canterbury,5 Dorothea St,2,h,1305000.0,S,Jellis,2016-10-08,9.0,3126,2,1,1,342.0,104.0,1945,Boroondara,-37.8326,145.08100000000005,Southern Metropolitan,3265
1647,Canterbury,1b Daphne St,3,h,928000.0,S,Fletchers,2016-09-10,9.0,3126,3,2,1,145.0,140.0,1998,Boroondara,-37.8233,145.0769,Southern Metropolitan,3265
1651,Canterbury,4/34 Rochester Rd,2,u,722000.0,S,Jellis,2016-11-12,9.0,3126,2,1,1,0.0,92.0,1965,Boroondara,-37.8205,145.0828,Southern Metropolitan,3265
1653,Canterbury,1/8 Faversham Rd,3,t,1680000.0,S,Jellis,2016-10-15,9.0,3126,3,2,2,387.0,151.97,1970,Boroondara,-37.8227,145.0845,Southern Metropolitan,3265
1655,Canterbury,47 Warburton Rd,3,h,1680000.0,S,Fletchers,2016-09-17,9.0,3126,3,2,1,325.0,197.0,1910,Boroondara,-37.826,145.0729,Southern Metropolitan,3265
1657,Canterbury,55 Warburton Rd,3,h,1385000.0,S,Jellis,2016-06-18,9.0,3126,2,1,1,444.0,151.97,1910,Boroondara,-37.826,145.0734,Southern Metropolitan,3265
1659,Canterbury,2/20 Margaret St,2,u,690500.0,SP,Fletchers,2016-04-23,9.0,3126,2,1,1,118.0,151.97,1970,Boroondara,-37.8257,145.0856,Southern Metropolitan,3265
1661,Canterbury,6/124 Canterbury Rd,2,u,736000.0,S,Marshall,2016-06-27,9.0,3126,2,1,2,132.0,151.97,1970,Boroondara,-37.8234,145.0731,Southern Metropolitan,3265
1662,Canterbury,3/34 Faversham Rd,3,t,1843000.0,S,Jellis,2016-06-27,9.0,3126,3,2,2,0.0,151.97,1970,Boroondara,-37.8207,145.0854,Southern Metropolitan,3265
1663,Canterbury,3/124 Canterbury Rd,2,u,685000.0,S,RT,2016-11-27,9.0,3126,2,1,1,122.0,151.97,1970,Boroondara,-37.8236,145.0729,Southern Metropolitan,3265
1664,Canterbury,2A Erica St,2,h,1800000.0,VB,Jellis,2016-11-27,9.0,3126,2,1,3,716.0,151.97,1970,Boroondara,-37.8213,145.079,Southern Metropolitan,3265
1665,Canterbury,1/29 Logan St,3,h,1800000.0,S,Jellis,2016-11-27,9.0,3126,3,2,2,316.0,151.97,1986,Boroondara,-37.8273,145.0786,Southern Metropolitan,3265
1667,Canterbury,8 Avenue Athol,4,t,1742000.0,S,Fletchers,2016-05-28,9.0,3126,4,2,2,780.0,151.97,1970,Boroondara,-37.8206,145.0678,Southern Metropolitan,3265
1668,Canterbury,1/27 Maling Rd,4,t,1420000.0,S,O'Donoghues,2016-08-28,9.0,3126,3,2,2,278.0,151.97,1970,Boroondara,-37.8273,145.0752,Southern Metropolitan,3265
1669,Canterbury,2/46 Wattle Valley Rd,2,u,1016000.0,S,Fletchers,2016-07-30,9.0,3126,2,1,2,0.0,151.97,1970,Boroondara,-37.8291,145.0826,Southern Metropolitan,3265
1670,Carlton North,527 Nicholson St,3,h,1330000.0,VB,Nelson,2016-09-03,3.2,3054,3,1,1,314.0,151.97,1900,Yarra,-37.7871,144.9766,Northern Metropolitan,3106
1671,Carlton North,593 Canning St,3,h,1540000.0,S,Nelson,2017-03-04,3.2,3054,3,1,0,169.0,151.97,1970,Yarra,-37.7821,144.9753,Northern Metropolitan,3106
1672,Carlton North,112 Newry St,4,h,1425000.0,S,Nelson,2017-03-04,3.2,3054,4,3,0,122.0,130.0,1890,Yarra,-37.7893,144.9696,Northern Metropolitan,3106
1673,Carlton North,122 Richardson St,2,h,1725000.0,S,hockingstuart,2017-03-04,3.2,3054,2,1,1,210.0,151.97,1970,Yarra,-37.7844,144.972,Northern Metropolitan,3106
1674,Carlton North,632 Rathdowne St,3,h,1280000.0,VB,Nelson,2016-08-06,3.2,3054,3,1,0,203.0,151.97,1970,Yarra,-37.7824,144.9733,Northern Metropolitan,3106
1677,Carlton North,2/872 Drummond St,2,t,765000.0,S,Nelson,2016-10-08,3.2,3054,2,1,1,1031.0,151.97,1970,Yarra,-37.784,144.9715,Northern Metropolitan,3106
1678,Carlton North,1 Fletcher La,2,h,800000.0,PI,Nelson,2016-12-10,3.2,3054,2,1,1,73.0,104.0,2009,Yarra,-37.7852,144.9719,Northern Metropolitan,3106
1679,Carlton North,173 MacPherson St,2,h,1301000.0,S,Nelson,2016-12-10,3.2,3054,2,1,0,133.0,151.97,1970,Yarra,-37.786,144.9704,Northern Metropolitan,3106
1681,Carlton North,9/823 Rathdowne St,1,u,468000.0,S,Nelson,2017-03-11,3.2,3054,1,1,1,861.0,151.97,1970,Yarra,-37.7851,144.9723,Northern Metropolitan,3106
1684,Carlton North,40 Ogrady St,2,h,1330000.0,S,Nelson,2016-10-15,3.2,3054,2,1,0,116.0,151.97,1970,Yarra,-37.7904,144.9726,Northern Metropolitan,3106
1686,Carlton North,354 Station St,3,h,1214000.0,S,Nelson,2016-04-16,3.2,3054,3,3,1,144.0,151.97,1970,Yarra,-37.7885,144.9757,Northern Metropolitan,3106
1687,Carlton North,462 Canning St,3,h,1955000.0,S,Nelson,2016-07-16,3.2,3054,3,2,1,163.0,135.0,1970,Yarra,-37.786,144.9751,Northern Metropolitan,3106
1688,Carlton North,26/174 Lee St,1,u,390000.0,S,Kelly,2016-07-16,3.2,3054,1,1,1,0.0,151.97,1970,Yarra,-37.7907,144.9691,Northern Metropolitan,3106
1689,Carlton North,119 Curtain St,1,h,885000.0,S,Nelson,2017-03-18,3.2,3054,1,1,0,93.0,151.97,1970,Yarra,-37.7888,144.9698,Northern Metropolitan,3106
1690,Carlton North,75 Fenwick St,3,h,2050000.0,S,Nelson,2017-03-18,3.2,3054,3,2,0,84.0,148.0,1970,Yarra,-37.7879,144.9736,Northern Metropolitan,3106
1691,Carlton North,16 Fenwick St,2,h,910000.0,S,Nelson,2016-06-18,3.2,3054,3,1,1,100.0,151.97,1970,Yarra,-37.7879,144.9759,Northern Metropolitan,3106
1692,Carlton North,658 Lygon St,2,h,880000.0,S,Nelson,2016-06-18,3.2,3054,2,1,0,142.0,151.97,1970,Yarra,-37.7911,144.9688,Northern Metropolitan,3106
1693,Carlton North,292 Amess St,4,h,1950000.0,S,Nelson,2016-05-22,3.2,3054,4,2,2,207.0,162.0,1900,Yarra,-37.7804,144.9748,Northern Metropolitan,3106
1694,Carlton North,167 Richardson St,3,h,1280000.0,S,Nelson,2016-08-22,3.2,3054,3,1,1,131.0,151.97,1970,Yarra,-37.7846,144.9704,Northern Metropolitan,3106
1696,Carlton North,984 Lygon St,2,h,1150000.0,VB,Nelson,2016-09-24,3.2,3054,2,1,2,373.0,151.97,1970,Yarra,-37.7828,144.9702,Northern Metropolitan,3106
1697,Carlton North,4 Mary St,2,u,520000.0,VB,Nelson,2016-09-24,3.2,3054,2,1,1,0.0,86.0,1940,Yarra,-37.7813,144.9773,Northern Metropolitan,3106
1698,Carlton North,24/635 Drummond St,2,u,570000.0,S,hockingstuart,2016-06-27,3.2,3054,2,1,1,0.0,76.0,1975,Yarra,-37.7902,144.97,Northern Metropolitan,3106
1699,Carnegie,1/60 Moonya Rd,3,u,820000.0,S,Ray,2016-09-03,11.4,3163,3,1,2,0.0,96.0,1989,Glen Eira,-37.897,145.0623,Southern Metropolitan,7822
1700,Carnegie,1/70 Truganini Rd,2,t,795000.0,S,Gary,2016-09-03,11.4,3163,2,2,1,133.0,104.0,2009,Glen Eira,-37.8911,145.0539,Southern Metropolitan,7822
1702,Carnegie,212 Neerim Rd,3,h,1295000.0,S,hockingstuart,2016-12-03,11.4,3163,3,1,2,425.0,166.0,1960,Glen Eira,-37.8876,145.0502,Southern Metropolitan,7822
1703,Carnegie,218 Neerim Rd,4,h,1275000.0,S,hockingstuart,2016-12-03,11.4,3163,4,2,0,365.0,151.97,1919,Glen Eira,-37.8877,145.0507,Southern Metropolitan,7822
1704,Carnegie,3 Oakleigh Rd,3,h,1620000.0,S,Buxton,2016-12-03,11.4,3163,3,1,1,808.0,151.97,1970,Glen Eira,-37.8982,145.0461,Southern Metropolitan,7822
1705,Carnegie,3/13 Emily St,2,u,510000.0,S,Marshall,2017-03-04,11.4,3163,2,1,1,0.0,69.0,1970,Glen Eira,-37.8912,145.0644,Southern Metropolitan,7822
1706,Carnegie,3/21 Jersey Pde,1,u,255000.0,S,Ray,2017-03-04,11.4,3163,1,1,1,0.0,151.97,1970,Glen Eira,-37.8875,145.0599,Southern Metropolitan,7822
1707,Carnegie,64 Lyons St,2,h,890000.0,S,hockingstuart,2017-03-04,11.4,3163,2,1,1,282.0,111.0,1970,Glen Eira,-37.8957,145.0528,Southern Metropolitan,7822
1709,Carnegie,3/78 Moonya Rd,3,t,860000.0,SP,Gary,2017-03-04,11.4,3163,3,2,1,1113.0,113.0,1990,Glen Eira,-37.8972,145.0642,Southern Metropolitan,7822
1710,Carnegie,1/177 Oakleigh Rd,2,u,586000.0,S,hockingstuart,2017-03-04,11.4,3163,2,1,1,898.0,151.97,1970,Glen Eira,-37.9003,145.0634,Southern Metropolitan,7822
1711,Carnegie,4/5 Anzac St,2,u,772000.0,S,hockingstuart,2016-06-04,11.4,3163,2,1,2,0.0,100.0,1973,Glen Eira,-37.8863,145.066,Southern Metropolitan,7822
1713,Carnegie,5/78 Moonya Rd,3,t,675000.0,PI,Gary,2016-06-04,11.4,3163,3,2,1,0.0,107.0,1990,Glen Eira,-37.8972,145.0642,Southern Metropolitan,7822
1716,Carnegie,5/66 Woornack Rd,1,u,363000.0,S,hockingstuart,2016-06-04,11.4,3163,1,1,1,0.0,151.97,1970,Glen Eira,-37.8982,145.0625,Southern Metropolitan,7822
1717,Carnegie,4/12 Judith St,2,u,360000.0,VB,Gary,2016-08-06,11.4,3163,2,1,1,0.0,70.0,1970,Glen Eira,-37.9032,145.0555,Southern Metropolitan,7822
1718,Carnegie,68 Miller St,2,h,967500.0,S,hockingstuart,2016-08-06,11.4,3163,3,1,2,299.0,115.0,1930,Glen Eira,-37.8973,145.053,Southern Metropolitan,7822
1719,Carnegie,254 Neerim Rd,2,h,1350000.0,VB,Gary,2016-08-06,11.4,3163,1,2,2,265.0,151.97,1920,Glen Eira,-37.8881,145.0537,Southern Metropolitan,7822
1720,Carnegie,4/76 Railway Rd,2,u,516000.0,S,hockingstuart,2016-08-06,11.4,3163,2,1,1,0.0,151.97,1970,Glen Eira,-37.889,145.0533,Southern Metropolitan,7822
1723,Carnegie,63 Oakleigh Rd,3,h,1170000.0,S,hockingstuart,2016-05-07,11.4,3163,2,1,2,461.0,151.97,1970,Glen Eira,-37.8988,145.0516,Southern Metropolitan,7822
1724,Carnegie,10/68 Woornack Rd,1,u,260000.0,VB,Gary,2016-05-07,11.4,3163,1,1,1,0.0,151.97,1968,Glen Eira,-37.8983,145.0627,Southern Metropolitan,7822
1725,Carnegie,78b Miller St,3,u,1008000.0,S,Woodards,2016-11-07,11.4,3163,3,2,1,300.0,130.0,1990,Glen Eira,-37.8974,145.0539,Southern Metropolitan,7822
1726,Carnegie,4/62 Moonya Rd,2,u,625000.0,S,Woodards,2016-11-07,11.4,3163,2,1,1,78.0,151.97,1970,Glen Eira,-37.8967,145.0627,Southern Metropolitan,7822
1727,Carnegie,12/250 Neerim Rd,2,t,700000.0,SP,Gary,2016-11-07,11.4,3163,2,2,1,106.0,151.97,1970,Glen Eira,-37.8881,145.0535,Southern Metropolitan,7822
1728,Carnegie,3/35 Moonya Rd,2,u,545000.0,PI,Ray,2016-09-10,11.4,3163,2,1,1,109.0,151.97,1970,Glen Eira,-37.8971,145.0597,Southern Metropolitan,7822
1729,Carnegie,1/38 Neville St,3,u,1170000.0,S,Woodards,2016-09-10,11.4,3163,3,1,2,0.0,170.0,1925,Glen Eira,-37.8977,145.0493,Southern Metropolitan,7822
1732,Carnegie,2/33 Oakleigh Rd,2,t,930000.0,S,hockingstuart,2016-12-10,11.4,3163,2,2,1,166.0,170.0,2009,Glen Eira,-37.8982,145.0488,Southern Metropolitan,7822
1734,Carnegie,14 Emily St,3,h,1646000.0,S,Ray,2017-03-11,11.4,3163,3,2,2,721.0,151.97,1970,Glen Eira,-37.8909,145.0648,Southern Metropolitan,7822
1735,Carnegie,19/225 Koornang Rd,2,u,460000.0,VB,Ray,2016-06-12,11.4,3163,2,1,1,0.0,151.97,1970,Glen Eira,-37.8936,145.056,Southern Metropolitan,7822
1736,Carnegie,90 Truganini Rd,4,h,1550000.0,VB,hockingstuart,2016-11-12,11.4,3163,4,2,2,757.0,133.0,1930,Glen Eira,-37.8925,145.0541,Southern Metropolitan,7822
1737,Carnegie,2/25 El Nido Gr,2,t,707000.0,SA,Ray,2016-08-13,11.4,3163,2,1,1,144.0,96.0,2000,Glen Eira,-37.892,145.0482,Southern Metropolitan,7822
1738,Carnegie,4/299 Koornang Rd,2,u,804000.0,S,hockingstuart,2016-08-13,11.4,3163,2,2,1,0.0,86.0,1993,Glen Eira,-37.9,145.0548,Southern Metropolitan,7822
1739,Carnegie,52 Emily St,3,h,1200000.0,S,Woodards,2016-05-14,11.4,3163,3,2,1,588.0,151.97,1970,Glen Eira,-37.8937,145.0648,Southern Metropolitan,7822
1741,Carnegie,215 Neerim Rd,3,h,950000.0,VB,Gary,2016-05-14,11.4,3163,3,1,1,586.0,151.97,1970,Glen Eira,-37.88800000000001,145.0505,Southern Metropolitan,7822
1743,Carnegie,8/48 Moonya Rd,1,u,345000.0,S,Thomson,2016-10-15,11.4,3163,1,1,1,0.0,151.97,1970,Glen Eira,-37.8968,145.0609,Southern Metropolitan,7822
1744,Carnegie,25 Arawatta St,2,h,817500.0,S,Jellis,2016-04-16,11.4,3163,2,1,1,211.0,102.0,2002,Glen Eira,-37.8856,145.0599,Southern Metropolitan,7822
1746,Carnegie,51 Mimosa Rd,3,h,1000000.0,PI,Ray,2016-04-16,11.4,3163,3,2,1,390.0,151.97,1970,Glen Eira,-37.8905,145.0518,Southern Metropolitan,7822
1747,Carnegie,2/79 Mimosa Rd,2,t,855000.0,S,Gary,2016-04-16,11.4,3163,2,1,1,158.0,106.0,1994,Glen Eira,-37.8886,145.05200000000005,Southern Metropolitan,7822
1748,Carnegie,2/61 Moonya Rd,2,h,675000.0,S,Gary,2016-04-16,11.4,3163,2,1,1,0.0,90.0,1968,Glen Eira,-37.8973,145.0625,Southern Metropolitan,7822
1749,Carnegie,4/39 Kokaribb Rd,2,u,588000.0,SP,Woodards,2016-07-16,11.4,3163,2,1,1,133.0,71.0,2011,Glen Eira,-37.89,145.0559,Southern Metropolitan,7822
1750,Carnegie,1/60 Mimosa Rd,2,u,455000.0,S,Woodards,2016-07-16,11.4,3163,2,1,1,0.0,73.0,1970,Glen Eira,-37.8897,145.0524,Southern Metropolitan,7822
1751,Carnegie,9/314 Neerim Rd,3,u,602500.0,S,Thomson,2016-07-16,11.4,3163,3,1,2,0.0,151.97,1970,Glen Eira,-37.8893,145.0589,Southern Metropolitan,7822
1752,Carnegie,10/81 Koornang Rd,2,u,662000.0,S,Ray,2016-09-17,11.4,3163,4,2,1,0.0,151.97,1970,Glen Eira,-37.8873,145.0572,Southern Metropolitan,7822
1753,Carnegie,33 McLaurin Rd,3,h,1420000.0,S,hockingstuart,2016-09-17,11.4,3163,3,2,2,554.0,151.97,1970,Glen Eira,-37.8934,145.0599,Southern Metropolitan,7822
1755,Carnegie,35 Hunter St,3,h,1287000.0,S,Ray,2017-03-18,11.4,3163,3,1,1,620.0,151.97,1970,Glen Eira,-37.9031,145.0578,Southern Metropolitan,7822
1756,Carnegie,1/12 Kokaribb Rd,2,u,656000.0,S,Property,2016-06-18,11.4,3163,2,1,1,103.0,82.0,1970,Glen Eira,-37.8873,145.0559,Southern Metropolitan,7822
